"sig_results$pvalues"
"1"	0.25092
"2"	0.30656
"3"	0.66772
"4"	4e-05
"5"	0.73264
"6"	0.69872
"7"	0.75172
"8"	0.12588
"9"	0.29588
"10"	0.88724
"11"	0.24744
"12"	0.01144
"13"	0.79184
"14"	0.87332
"15"	0.82484
"16"	0.58376
"17"	0.45812
"18"	0.33996
"19"	0.34888
"20"	0.76204
"21"	0.78416
"22"	0.8252
"23"	0.5554
"24"	0.24076
"25"	0.3246
"26"	0.00764
"27"	0.64688
"28"	0.12724
"29"	0.67164
"30"	0.00012
"31"	0.88356
"32"	0.45576
"33"	0.19076
"34"	0.16352
"35"	0.08644
"36"	0.00344
"37"	0.05812
"38"	0.1766
"39"	0.03084
"40"	0.63952
"41"	0.06264
"42"	0.06032
"43"	0.85736
"44"	8e-05
"45"	0.46508
"46"	0.95472
"47"	0.0402
"48"	0.8972
"49"	0.92052
"50"	0.86432
"51"	0.47804
"52"	0.0354
"53"	0.14208
"54"	0.40992
"55"	0.49252
"56"	0.00392
"57"	0.2528
"58"	0.21908
"59"	0.4212
"60"	0.52032
"61"	0.81788
"62"	0.24724
"63"	0.4574
"64"	0.42188
"65"	0.30568
"66"	0.27688
"67"	0.87224
"68"	0.00196
"69"	0.41216
"70"	0.0356
"71"	0.97952
"72"	0.3512
"73"	8e-05
"74"	4e-05
"75"	0.63084
"76"	0.4406
"77"	0.53392
"78"	0.14784
"79"	0.6224
"80"	0.82484
"81"	0.02556
"82"	0.89164
"83"	0.18676
"84"	0.23932
"85"	0.422
"86"	0.50504
"87"	0.16052
"88"	0.63808
"89"	0.06648
"90"	0.90584
"91"	0.50552
"92"	0.72408
"93"	0.616
"94"	0.3218
"95"	0.78644
"96"	0.77812
"97"	0.00932
"98"	0.49852
"99"	0.25844
"100"	0.00564
"101"	0.00796
"102"	0.82976
"103"	0.48884
"104"	0.48588
"105"	0.86292
"106"	0.27388
"107"	0.64156
"108"	0.00436
"109"	0.03884
"110"	0.68004
"111"	0.5036
"112"	0.18228
"113"	0.02556
"114"	0.00792
"115"	0.85384
"116"	0.72568
"117"	0.98968
"118"	0.0344
"119"	0.69904
"120"	0.00468
"121"	0.5402
"122"	0.35476
"123"	8e-05
"124"	0.69924
"125"	0.04136
"126"	0.89144
"127"	0.16412
"128"	0.68904
"129"	0.23856
"130"	0.00428
"131"	0.10472
"132"	0.658
"133"	0.6114
"134"	0.8524
"135"	0.37396
"136"	0.45236
"137"	0.79824
"138"	0.33528
"139"	0.60632
"140"	0.10712
"141"	0.2294
"142"	0.0224
"143"	0.57396
"144"	0.94248
"145"	0.95612
"146"	0.5142
"147"	0.38336
"148"	0.36364
"149"	0.9474
"150"	0.50272
"151"	0.36976
"152"	0.63488
"153"	0.11772
"154"	0.00932
"155"	0.06224
"156"	0.15352
"157"	0.78636
"158"	0.00736
"159"	0.41976
"160"	0.14032
"161"	0.04136
"162"	0.11752
"163"	0.406
"164"	0.94108
"165"	0.11068
"166"	0.50596
"167"	0.74604
"168"	0.09948
"169"	0.47132
"170"	0.83492
"171"	0.77972
"172"	0.90172
"173"	0.80264
"174"	0.03764
"175"	0.71772
"176"	0.4786
"177"	0.1616
"178"	0.20584
"179"	0.4686
"180"	0.15528
"181"	0.49916
"182"	0.10648
"183"	0.16964
"184"	0.01116
"185"	0.00196
"186"	0.96372
"187"	0.54388
"188"	0.18604
"189"	0.00024
"190"	0.41556
"191"	0.06684
"192"	0.6082
"193"	0.70528
"194"	0.59036
"195"	0.6888
"196"	0.0038
"197"	0.2986
"198"	0.24392
"199"	0.988
"200"	0.13644
"201"	0.57576
"202"	0.12676
"203"	0.72128
"204"	0.31312
